

** [alpha] Launch Training on 20230806_1522
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "SEGFORMER",
  "baseModel": "MITB2",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "early_stop": false,
  "patience": 50,
  "lr_scheduling": "wcos",
  "stepwise_scheduling": true,
  "lr": 0.0001,
  "optimizer": "AdamW",
  "decay_steps": 1.0,
  "warmup": 30,
  "train_annotation": "./Annotations/consolidate_train_db_20230711_1637.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230711_1637.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (0711_1637 version) - Updated DB \n* This consolidate DB is updated from 0703_2119 version \n* 4 GPUs are used to train models\n* SEGFORMER Model W/ MIT B2 Pretrained Wegiths\n* Optimize perf: AdamW is used. w/ lr=0.001\n",
  "numGPUs": 4,
  "isCompleted": false,
  "config": "Config/TRAIN_SEGFORMER_NEWDB_20230711_lr.yaml",
  "numTrainDB": 11530,
  "numEvalDB": 3524
}
@20230806_1527 @20230806_1527 [EP 1/500] lr: 3.3333330975438002e-06, took: 263.79s (avg: 263.79s), ETA: 1d:12h:27m:17s [TRAIN] loss: 0.9908, iou: 0.0047, f1: 0.0092 [EVAL] loss: 0.9835, iou: 0.0083, f1: 0.0165
@20230806_1551 @20230806_1551 [EP 12/500] lr: 3.9999998989515007e-05, took: 118.28s (avg: 118.28s), ETA: 0d:15h:59m:44s [TRAIN] loss: 0.4165, iou: 0.4180, f1: 0.5835 [EVAL] loss: 0.3879, iou: 0.4455, f1: 0.6121
@20230806_1553 @20230806_1553 [EP 13/500] lr: 4.333332981332205e-05, took: 118.18s (avg: 118.18s), ETA: 0d:15h:57m:46s [TRAIN] loss: 0.3869, iou: 0.4480, f1: 0.6131 [EVAL] loss: 0.3545, iou: 0.4804, f1: 0.6455
@20230806_1555 @20230806_1555 [EP 14/500] lr: 4.6666664275107905e-05, took: 118.41s (avg: 118.41s), ETA: 0d:15h:55m:48s [TRAIN] loss: 0.3592, iou: 0.4774, f1: 0.6408 [EVAL] loss: 0.3372, iou: 0.5001, f1: 0.6628
@20230806_1557 @20230806_1557 [EP 15/500] lr: 4.999999509891495e-05, took: 127.32s (avg: 127.32s), ETA: 0d:17h:6m:35s [TRAIN] loss: 0.3381, iou: 0.5005, f1: 0.6619 [EVAL] loss: 0.3170, iou: 0.5227, f1: 0.6830
@20230806_1600 @20230806_1600 [EP 16/500] lr: 5.3333329560700804e-05, took: 135.67s (avg: 135.67s), ETA: 0d:18h:9m:0s [TRAIN] loss: 0.3232, iou: 0.5171, f1: 0.6768 [EVAL] loss: 0.2972, iou: 0.5458, f1: 0.7028
@20230806_1602 @20230806_1602 [EP 17/500] lr: 5.666666402248666e-05, took: 135.61s (avg: 135.61s), ETA: 0d:18h:6m:45s [TRAIN] loss: 0.3122, iou: 0.5299, f1: 0.6878 [EVAL] loss: 0.2930, iou: 0.5507, f1: 0.7070
@20230806_1604 @20230806_1604 [EP 18/500] lr: 5.99999948462937e-05, took: 135.66s (avg: 135.66s), ETA: 0d:18h:4m:30s [TRAIN] loss: 0.2986, iou: 0.5462, f1: 0.7014 [EVAL] loss: 0.2818, iou: 0.5639, f1: 0.7182
@20230806_1607 @20230806_1607 [EP 19/500] lr: 6.333332567010075e-05, took: 137.00s (avg: 137.00s), ETA: 0d:18h:10m:16s [TRAIN] loss: 0.2907, iou: 0.5553, f1: 0.7093 [EVAL] loss: 0.2757, iou: 0.5718, f1: 0.7243
@20230806_1609 @20230806_1609 [EP 20/500] lr: 6.66666601318866e-05, took: 135.51s (avg: 135.51s), ETA: 0d:18h:0m:0s [TRAIN] loss: 0.2829, iou: 0.5646, f1: 0.7171 [EVAL] loss: 0.2720, iou: 0.5761, f1: 0.7280
@20230806_1611 @20230806_1611 [EP 21/500] lr: 6.999999459367245e-05, took: 136.48s (avg: 136.48s), ETA: 0d:18h:5m:44s [TRAIN] loss: 0.2763, iou: 0.5730, f1: 0.7237 [EVAL] loss: 0.2736, iou: 0.5740, f1: 0.7264
@20230806_1616 @20230806_1616 [EP 23/500] lr: 7.666666351724416e-05, took: 136.60s (avg: 136.60s), ETA: 0d:18h:1m:12s [TRAIN] loss: 0.2633, iou: 0.5892, f1: 0.7367 [EVAL] loss: 0.2588, iou: 0.5926, f1: 0.7412
@20230806_1618 @20230806_1618 [EP 24/500] lr: 7.999999797903001e-05, took: 135.85s (avg: 135.85s), ETA: 0d:17h:51m:0s [TRAIN] loss: 0.2583, iou: 0.5954, f1: 0.7417 [EVAL] loss: 0.2557, iou: 0.5968, f1: 0.7443
@20230806_1620 @20230806_1620 [EP 25/500] lr: 8.333332516485825e-05, took: 135.92s (avg: 135.92s), ETA: 0d:17h:48m:45s [TRAIN] loss: 0.2561, iou: 0.5980, f1: 0.7439 [EVAL] loss: 0.2558, iou: 0.5968, f1: 0.7442
@20230806_1623 @20230806_1623 [EP 26/500] lr: 8.66666596266441e-05, took: 136.68s (avg: 136.68s), ETA: 0d:17h:54m:24s [TRAIN] loss: 0.2555, iou: 0.5990, f1: 0.7445 [EVAL] loss: 0.2510, iou: 0.6027, f1: 0.7490
@20230806_1625 @20230806_1625 [EP 27/500] lr: 8.999999408842996e-05, took: 136.93s (avg: 136.93s), ETA: 0d:17h:52m:8s [TRAIN] loss: 0.2483, iou: 0.6082, f1: 0.7517 [EVAL] loss: 0.2517, iou: 0.6021, f1: 0.7483
@20230806_1627 @20230806_1627 [EP 28/500] lr: 9.333332855021581e-05, took: 136.38s (avg: 136.38s), ETA: 0d:17h:49m:52s [TRAIN] loss: 0.2474, iou: 0.6096, f1: 0.7526 [EVAL] loss: 0.2444, iou: 0.6117, f1: 0.7556
@20230806_1630 @20230806_1630 [EP 29/500] lr: 9.666666301200166e-05, took: 135.90s (avg: 135.90s), ETA: 0d:17h:39m:45s [TRAIN] loss: 0.2448, iou: 0.6129, f1: 0.7552 [EVAL] loss: 0.2477, iou: 0.6070, f1: 0.7523
@20230806_1632 @20230806_1632 [EP 30/500] lr: 9.99999901978299e-05, took: 135.02s (avg: 135.02s), ETA: 0d:17h:37m:30s [TRAIN] loss: 0.2395, iou: 0.6197, f1: 0.7605 [EVAL] loss: 0.2416, iou: 0.6148, f1: 0.7584
@20230806_1634 @20230806_1634 [EP 31/500] lr: 9.999903704738244e-05, took: 135.82s (avg: 135.82s), ETA: 0d:17h:35m:15s [TRAIN] loss: 0.2377, iou: 0.6221, f1: 0.7623 [EVAL] loss: 0.2388, iou: 0.6187, f1: 0.7612
@20230806_1637 @20230806_1637 [EP 32/500] lr: 9.9996141216252e-05, took: 136.60s (avg: 136.60s), ETA: 0d:17h:40m:48s [TRAIN] loss: 0.2345, iou: 0.6261, f1: 0.7655 [EVAL] loss: 0.2321, iou: 0.6273, f1: 0.7679
@20230806_1639 @20230806_1639 [EP 33/500] lr: 9.999130998039618e-05, took: 135.52s (avg: 135.52s), ETA: 0d:17h:30m:45s [TRAIN] loss: 0.2306, iou: 0.6312, f1: 0.7694 [EVAL] loss: 0.2335, iou: 0.6254, f1: 0.7665
@20230806_1641 @20230806_1641 [EP 34/500] lr: 9.99845506157726e-05, took: 137.08s (avg: 137.08s), ETA: 0d:17h:44m:2s [TRAIN] loss: 0.2247, iou: 0.6392, f1: 0.7753 [EVAL] loss: 0.2221, iou: 0.6407, f1: 0.7779
@20230806_1643 @20230806_1643 [EP 35/500] lr: 9.997584857046604e-05, took: 137.01s (avg: 137.01s), ETA: 0d:17h:41m:45s [TRAIN] loss: 0.2187, iou: 0.6472, f1: 0.7813 [EVAL] loss: 0.2232, iou: 0.6394, f1: 0.7768
@20230806_1646 @20230806_1646 [EP 36/500] lr: 9.99652111204341e-05, took: 136.65s (avg: 136.65s), ETA: 0d:17h:31m:44s [TRAIN] loss: 0.2163, iou: 0.6503, f1: 0.7837 [EVAL] loss: 0.2199, iou: 0.6437, f1: 0.7801
@20230806_1648 @20230806_1648 [EP 37/500] lr: 9.995264554163441e-05, took: 137.07s (avg: 137.07s), ETA: 0d:17h:37m:11s [TRAIN] loss: 0.2136, iou: 0.6539, f1: 0.7864 [EVAL] loss: 0.2203, iou: 0.6432, f1: 0.7797
@20230806_1650 @20230806_1650 [EP 38/500] lr: 9.993813728215173e-05, took: 135.93s (avg: 135.93s), ETA: 0d:17h:19m:30s [TRAIN] loss: 0.2095, iou: 0.6595, f1: 0.7905 [EVAL] loss: 0.2164, iou: 0.6483, f1: 0.7836
@20230806_1653 @20230806_1653 [EP 39/500] lr: 9.992171544581652e-05, took: 135.87s (avg: 135.87s), ETA: 0d:17h:17m:15s [TRAIN] loss: 0.2091, iou: 0.6601, f1: 0.7909 [EVAL] loss: 0.2145, iou: 0.6511, f1: 0.7855
@20230806_1655 @20230806_1655 [EP 40/500] lr: 9.99033436528407e-05, took: 135.89s (avg: 135.89s), ETA: 0d:17h:15m:0s [TRAIN] loss: 0.2075, iou: 0.6624, f1: 0.7925 [EVAL] loss: 0.2116, iou: 0.6551, f1: 0.7884
@20230806_1657 @20230806_1657 [EP 41/500] lr: 9.988304373109713e-05, took: 136.34s (avg: 136.34s), ETA: 0d:17h:20m:24s [TRAIN] loss: 0.2038, iou: 0.6675, f1: 0.7962 [EVAL] loss: 0.2150, iou: 0.6508, f1: 0.7850
@20230806_1700 @20230806_1700 [EP 42/500] lr: 9.986082295654342e-05, took: 136.02s (avg: 136.02s), ETA: 0d:17h:18m:8s [TRAIN] loss: 0.2053, iou: 0.6652, f1: 0.7947 [EVAL] loss: 0.2090, iou: 0.6586, f1: 0.7910
@20230806_1702 @20230806_1702 [EP 43/500] lr: 9.983665950130671e-05, took: 136.36s (avg: 136.36s), ETA: 0d:17h:15m:52s [TRAIN] loss: 0.2041, iou: 0.6671, f1: 0.7959 [EVAL] loss: 0.2147, iou: 0.6511, f1: 0.7853
@20230806_1704 @20230806_1704 [EP 44/500] lr: 9.981058246921748e-05, took: 136.19s (avg: 136.19s), ETA: 0d:17h:13m:36s [TRAIN] loss: 0.2037, iou: 0.6677, f1: 0.7963 [EVAL] loss: 0.2109, iou: 0.6562, f1: 0.7891
@20230806_1706 @20230806_1706 [EP 45/500] lr: 9.978256275644526e-05, took: 136.29s (avg: 136.29s), ETA: 0d:17h:11m:20s [TRAIN] loss: 0.2045, iou: 0.6664, f1: 0.7955 [EVAL] loss: 0.2127, iou: 0.6536, f1: 0.7873
@20230806_1709 @20230806_1709 [EP 46/500] lr: 9.975262946682051e-05, took: 136.55s (avg: 136.55s), ETA: 0d:17h:9m:4s [TRAIN] loss: 0.1969, iou: 0.6772, f1: 0.8031 [EVAL] loss: 0.2155, iou: 0.6498, f1: 0.7845
@20230806_1711 @20230806_1711 [EP 47/500] lr: 9.972076077247038e-05, took: 136.13s (avg: 136.13s), ETA: 0d:17h:6m:48s [TRAIN] loss: 0.1949, iou: 0.6800, f1: 0.8051 [EVAL] loss: 0.2150, iou: 0.6505, f1: 0.7850
@20230806_1713 @20230806_1713 [EP 48/500] lr: 9.968697122531012e-05, took: 137.50s (avg: 137.50s), ETA: 0d:17h:12m:4s [TRAIN] loss: 0.1942, iou: 0.6810, f1: 0.8058 [EVAL] loss: 0.2074, iou: 0.6610, f1: 0.7926
@20230806_1716 @20230806_1716 [EP 49/500] lr: 9.96512608253397e-05, took: 136.45s (avg: 136.45s), ETA: 0d:17h:2m:16s [TRAIN] loss: 0.1901, iou: 0.6868, f1: 0.8099 [EVAL] loss: 0.2055, iou: 0.6636, f1: 0.7945
@20230806_1718 @20230806_1718 [EP 50/500] lr: 9.961362957255915e-05, took: 135.89s (avg: 135.89s), ETA: 0d:16h:52m:30s [TRAIN] loss: 0.1896, iou: 0.6874, f1: 0.8104 [EVAL] loss: 0.2015, iou: 0.6690, f1: 0.7985
@20230806_1720 @20230806_1720 [EP 51/500] lr: 9.957407746696845e-05, took: 124.25s (avg: 124.25s), ETA: 0d:15h:27m:56s [TRAIN] loss: 0.1903, iou: 0.6867, f1: 0.8097 [EVAL] loss: 0.2020, iou: 0.6683, f1: 0.7980
@20230806_1722 @20230806_1722 [EP 52/500] lr: 9.95326045085676e-05, took: 118.40s (avg: 118.40s), ETA: 0d:14h:41m:4s [TRAIN] loss: 0.1862, iou: 0.6925, f1: 0.8138 [EVAL] loss: 0.1999, iou: 0.6712, f1: 0.8001
@20230806_1724 @20230806_1724 [EP 53/500] lr: 9.948921069735661e-05, took: 118.38s (avg: 118.38s), ETA: 0d:14h:39m:6s [TRAIN] loss: 0.1876, iou: 0.6904, f1: 0.8124 [EVAL] loss: 0.2013, iou: 0.6692, f1: 0.7987
@20230806_1726 @20230806_1726 [EP 54/500] lr: 9.944390330929309e-05, took: 118.34s (avg: 118.34s), ETA: 0d:14h:37m:8s [TRAIN] loss: 0.1860, iou: 0.6928, f1: 0.8140 [EVAL] loss: 0.1973, iou: 0.6749, f1: 0.8027
@20230806_1728 @20230806_1728 [EP 55/500] lr: 9.939668234437704e-05, took: 122.66s (avg: 122.66s), ETA: 0d:15h:4m:50s [TRAIN] loss: 0.1854, iou: 0.6937, f1: 0.8146 [EVAL] loss: 0.1969, iou: 0.6754, f1: 0.8031
@20230806_1730 @20230806_1730 [EP 56/500] lr: 9.934755507856607e-05, took: 135.68s (avg: 135.68s), ETA: 0d:16h:39m:0s [TRAIN] loss: 0.1878, iou: 0.6903, f1: 0.8122 [EVAL] loss: 0.1986, iou: 0.6728, f1: 0.8014
@20230806_1733 @20230806_1733 [EP 57/500] lr: 9.929652151186019e-05, took: 135.65s (avg: 135.65s), ETA: 0d:16h:36m:45s [TRAIN] loss: 0.1823, iou: 0.6980, f1: 0.8177 [EVAL] loss: 0.1990, iou: 0.6723, f1: 0.8010
@20230806_1735 @20230806_1735 [EP 58/500] lr: 9.924356709234416e-05, took: 135.60s (avg: 135.60s), ETA: 0d:16h:34m:30s [TRAIN] loss: 0.1839, iou: 0.6958, f1: 0.8161 [EVAL] loss: 0.1949, iou: 0.6783, f1: 0.8051
@20230806_1737 @20230806_1737 [EP 59/500] lr: 9.918872092384845e-05, took: 136.90s (avg: 136.90s), ETA: 0d:16h:39m:36s [TRAIN] loss: 0.1819, iou: 0.6986, f1: 0.8181 [EVAL] loss: 0.1934, iou: 0.6805, f1: 0.8066
@20230806_1740 @20230806_1740 [EP 60/500] lr: 9.91319611785002e-05, took: 136.76s (avg: 136.76s), ETA: 0d:16h:37m:20s [TRAIN] loss: 0.1826, iou: 0.6976, f1: 0.8174 [EVAL] loss: 0.1961, iou: 0.6766, f1: 0.8039
@20230806_1742 @20230806_1742 [EP 61/500] lr: 9.907330240821466e-05, took: 137.57s (avg: 137.57s), ETA: 0d:16h:42m:23s [TRAIN] loss: 0.1834, iou: 0.6967, f1: 0.8166 [EVAL] loss: 0.1957, iou: 0.6771, f1: 0.8043
@20230806_1744 @20230806_1744 [EP 62/500] lr: 9.901274461299181e-05, took: 135.56s (avg: 135.56s), ETA: 0d:16h:25m:30s [TRAIN] loss: 0.1829, iou: 0.6975, f1: 0.8171 [EVAL] loss: 0.1988, iou: 0.6726, f1: 0.8012
@20230806_1746 @20230806_1746 [EP 63/500] lr: 9.895028779283166e-05, took: 136.09s (avg: 136.09s), ETA: 0d:16h:30m:32s [TRAIN] loss: 0.1770, iou: 0.7059, f1: 0.8230 [EVAL] loss: 0.1964, iou: 0.6760, f1: 0.8036
@20230806_1749 @20230806_1749 [EP 64/500] lr: 9.888593922369182e-05, took: 135.35s (avg: 135.35s), ETA: 0d:16h:21m:0s [TRAIN] loss: 0.1765, iou: 0.7065, f1: 0.8235 [EVAL] loss: 0.1968, iou: 0.6753, f1: 0.8032
@20230806_1751 @20230806_1751 [EP 65/500] lr: 9.88196989055723e-05, took: 136.16s (avg: 136.16s), ETA: 0d:16h:26m:0s [TRAIN] loss: 0.1738, iou: 0.7105, f1: 0.8262 [EVAL] loss: 0.1897, iou: 0.6856, f1: 0.8103
@20230806_1753 @20230806_1753 [EP 66/500] lr: 9.87515741144307e-05, took: 137.22s (avg: 137.22s), ETA: 0d:16h:30m:58s [TRAIN] loss: 0.1721, iou: 0.7130, f1: 0.8279 [EVAL] loss: 0.1893, iou: 0.6862, f1: 0.8107
@20230806_1756 @20230806_1756 [EP 67/500] lr: 9.868155757430941e-05, took: 137.39s (avg: 137.39s), ETA: 0d:16h:28m:41s [TRAIN] loss: 0.1731, iou: 0.7117, f1: 0.8269 [EVAL] loss: 0.1885, iou: 0.6872, f1: 0.8115
@20230806_1758 @20230806_1758 [EP 68/500] lr: 9.860965656116605e-05, took: 136.22s (avg: 136.22s), ETA: 0d:16h:19m:12s [TRAIN] loss: 0.1729, iou: 0.7120, f1: 0.8271 [EVAL] loss: 0.1895, iou: 0.6858, f1: 0.8105
@20230806_1800 @20230806_1800 [EP 69/500] lr: 9.853587107500061e-05, took: 136.68s (avg: 136.68s), ETA: 0d:16h:16m:56s [TRAIN] loss: 0.1757, iou: 0.7078, f1: 0.8243 [EVAL] loss: 0.1908, iou: 0.6842, f1: 0.8092
@20230806_1803 @20230806_1803 [EP 70/500] lr: 9.846021566772833e-05, took: 136.44s (avg: 136.44s), ETA: 0d:16h:14m:40s [TRAIN] loss: 0.1747, iou: 0.7093, f1: 0.8253 [EVAL] loss: 0.1983, iou: 0.6737, f1: 0.8017
@20230806_1805 @20230806_1805 [EP 71/500] lr: 9.838267578743398e-05, took: 135.75s (avg: 135.75s), ETA: 0d:16h:5m:15s [TRAIN] loss: 0.1755, iou: 0.7082, f1: 0.8245 [EVAL] loss: 0.1966, iou: 0.6762, f1: 0.8034
@20230806_1807 @20230806_1807 [EP 72/500] lr: 9.830326598603278e-05, took: 136.44s (avg: 136.44s), ETA: 0d:16h:10m:8s [TRAIN] loss: 0.1736, iou: 0.7107, f1: 0.8264 [EVAL] loss: 0.1922, iou: 0.6823, f1: 0.8078
@20230806_1809 @20230806_1809 [EP 73/500] lr: 9.822199353948236e-05, took: 136.48s (avg: 136.48s), ETA: 0d:16h:7m:52s [TRAIN] loss: 0.1709, iou: 0.7148, f1: 0.8291 [EVAL] loss: 0.1860, iou: 0.6910, f1: 0.8140
@20230806_1812 @20230806_1812 [EP 74/500] lr: 9.813885117182508e-05, took: 136.34s (avg: 136.34s), ETA: 0d:16h:5m:36s [TRAIN] loss: 0.1713, iou: 0.7141, f1: 0.8287 [EVAL] loss: 0.1893, iou: 0.6864, f1: 0.8107
@20230806_1814 @20230806_1814 [EP 75/500] lr: 9.805384615901858e-05, took: 135.59s (avg: 135.59s), ETA: 0d:15h:56m:15s [TRAIN] loss: 0.1682, iou: 0.7185, f1: 0.8318 [EVAL] loss: 0.1855, iou: 0.6917, f1: 0.8145
@20230806_1816 @20230806_1816 [EP 76/500] lr: 9.796697850106284e-05, took: 135.65s (avg: 135.65s), ETA: 0d:15h:54m:0s [TRAIN] loss: 0.1658, iou: 0.7221, f1: 0.8342 [EVAL] loss: 0.1858, iou: 0.6912, f1: 0.8142
@20230806_1819 @20230806_1819 [EP 77/500] lr: 9.787824819795787e-05, took: 136.54s (avg: 136.54s), ETA: 0d:15h:58m:48s [TRAIN] loss: 0.1654, iou: 0.7227, f1: 0.8346 [EVAL] loss: 0.1892, iou: 0.6864, f1: 0.8108
@20230806_1821 @20230806_1821 [EP 78/500] lr: 9.778767707757652e-05, took: 136.79s (avg: 136.79s), ETA: 0d:15h:56m:32s [TRAIN] loss: 0.1668, iou: 0.7207, f1: 0.8332 [EVAL] loss: 0.1862, iou: 0.6908, f1: 0.8138
@20230806_1823 @20230806_1823 [EP 79/500] lr: 9.769525058800355e-05, took: 134.49s (avg: 134.49s), ETA: 0d:15h:40m:14s [TRAIN] loss: 0.1641, iou: 0.7247, f1: 0.8359 [EVAL] loss: 0.1836, iou: 0.6945, f1: 0.8164
@20230806_1826 @20230806_1826 [EP 80/500] lr: 9.760098328115419e-05, took: 136.63s (avg: 136.63s), ETA: 0d:15h:52m:0s [TRAIN] loss: 0.1630, iou: 0.7263, f1: 0.8370 [EVAL] loss: 0.1868, iou: 0.6900, f1: 0.8132
@20230806_1828 @20230806_1828 [EP 81/500] lr: 9.750486788107082e-05, took: 135.60s (avg: 135.60s), ETA: 0d:15h:42m:45s [TRAIN] loss: 0.1626, iou: 0.7269, f1: 0.8374 [EVAL] loss: 0.1830, iou: 0.6954, f1: 0.8170
@20230806_1830 @20230806_1830 [EP 82/500] lr: 9.740691893966869e-05, took: 136.17s (avg: 136.17s), ETA: 0d:15h:47m:28s [TRAIN] loss: 0.1602, iou: 0.7305, f1: 0.8398 [EVAL] loss: 0.1807, iou: 0.6988, f1: 0.8193
@20230806_1832 @20230806_1832 [EP 83/500] lr: 9.730712918099016e-05, took: 136.37s (avg: 136.37s), ETA: 0d:15h:45m:12s [TRAIN] loss: 0.1613, iou: 0.7290, f1: 0.8387 [EVAL] loss: 0.1812, iou: 0.6979, f1: 0.8188
@20230806_1835 @20230806_1835 [EP 84/500] lr: 9.720552043290809e-05, took: 137.22s (avg: 137.22s), ETA: 0d:15h:49m:52s [TRAIN] loss: 0.1614, iou: 0.7288, f1: 0.8386 [EVAL] loss: 0.1828, iou: 0.6957, f1: 0.8172
@20230806_1837 @20230806_1837 [EP 85/500] lr: 9.710207086754963e-05, took: 137.27s (avg: 137.27s), ETA: 0d:15h:47m:35s [TRAIN] loss: 0.1627, iou: 0.7269, f1: 0.8373 [EVAL] loss: 0.1875, iou: 0.6891, f1: 0.8125
@20230806_1839 @20230806_1839 [EP 86/500] lr: 9.699680231278762e-05, took: 136.78s (avg: 136.78s), ETA: 0d:15h:38m:24s [TRAIN] loss: 0.1626, iou: 0.7271, f1: 0.8374 [EVAL] loss: 0.1849, iou: 0.6928, f1: 0.8151
@20230806_1841 @20230806_1841 [EP 87/500] lr: 9.688972204457968e-05, took: 120.04s (avg: 120.04s), ETA: 0d:13h:46m:0s [TRAIN] loss: 0.1609, iou: 0.7296, f1: 0.8391 [EVAL] loss: 0.1888, iou: 0.6874, f1: 0.8112
@20230806_1843 @20230806_1843 [EP 88/500] lr: 9.67808227869682e-05, took: 118.38s (avg: 118.38s), ETA: 0d:13h:30m:16s [TRAIN] loss: 0.1612, iou: 0.7291, f1: 0.8388 [EVAL] loss: 0.1884, iou: 0.6880, f1: 0.8116
@20230806_1845 @20230806_1845 [EP 89/500] lr: 9.667011181591079e-05, took: 118.16s (avg: 118.16s), ETA: 0d:13h:28m:18s [TRAIN] loss: 0.1599, iou: 0.7310, f1: 0.8401 [EVAL] loss: 0.1868, iou: 0.6903, f1: 0.8132
@20230806_1847 @20230806_1847 [EP 90/500] lr: 9.655758913140744e-05, took: 117.96s (avg: 117.96s), ETA: 0d:13h:19m:30s [TRAIN] loss: 0.1599, iou: 0.7310, f1: 0.8401 [EVAL] loss: 0.1847, iou: 0.6931, f1: 0.8153
